,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
72,0.008179235458374023,0.0007471688986029141,0.001395416259765625,0.00048826794121903415,0.3,0.005,5,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 5, 'n_estimators': 10}",0.848,0.808,0.816,0.8306451612903226,0.8467741935483871,0.8298838709677419,0.016035724944813787,41
173,0.12604541778564454,0.005779973509301766,0.0016045093536376954,0.0004949220422684464,1,0.005,10,100,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 100}",0.824,0.8,0.856,0.8467741935483871,0.8225806451612904,0.8298709677419355,0.019739995687959644,43
101,0.04748072624206543,0.00048055344096325104,0.0015967369079589843,0.0004891441355784929,0.7,0.1,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.84,0.816,0.824,0.8629032258064516,0.8064516129032258,0.8298709677419355,0.019844725025617075,43
118,0.2373642921447754,0.014974967584646476,0.0029912471771240236,1.7930598904574554e-06,0.7,0.005,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 500}",0.832,0.816,0.848,0.8306451612903226,0.8225806451612904,0.8298451612903225,0.010764229505014674,45
62,0.33629508018493653,0.0047555266450817054,0.005578374862670899,0.0004973344491522852,0.3,0.1,10,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500}",0.824,0.824,0.848,0.8467741935483871,0.8064516129032258,0.8298451612903225,0.015695733362466397,45
100,0.00778665542602539,0.0004034660226656093,0.0013883113861083984,0.00047943698718941514,0.7,0.1,3,10,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 10}",0.856,0.808,0.848,0.7983870967741935,0.8387096774193549,0.8298193548387097,0.022623310844091474,47
117,0.04906020164489746,0.0007592791820767202,0.001596689224243164,0.0004885199594752803,0.7,0.005,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 100}",0.848,0.816,0.848,0.8064516129032258,0.8306451612903226,0.8298193548387097,0.01672590568297314,47
58,0.23954410552978517,0.0030381469681682693,0.004195356369018554,0.00041478582985684826,0.3,0.1,5,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",0.8,0.824,0.84,0.8467741935483871,0.8306451612903226,0.8282838709677419,0.01614350834244208,49
164,0.009965085983276367,0.0010781086380330471,0.001804208755493164,0.00040180070214623727,1,0.005,3,10,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 10}",0.84,0.792,0.84,0.8467741935483871,0.8225806451612904,0.8282709677419355,0.01982661157472095,50
182,0.2545283317565918,0.004207501993100955,0.0027841567993164063,0.0003950333428285453,1,0.0001,3,500,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 500}",0.84,0.792,0.84,0.8467741935483871,0.8225806451612904,0.8282709677419355,0.01982661157472095,50
56,0.008385848999023438,0.00048133931025371883,0.0013948440551757812,0.0004877614723017456,0.3,0.1,5,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 10}",0.832,0.8,0.84,0.8306451612903226,0.8387096774193549,0.8282709677419355,0.014596759579390278,50
13,0.04049067497253418,0.0008070688216527211,0.001995229721069336,0.0006321098871864334,0.1,0.1,10,100,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.816,0.816,0.848,0.8225806451612904,0.8387096774193549,0.828258064516129,0.012897547137514653,53
11,0.30878047943115233,0.013452048838858385,0.005187082290649414,0.00039908949694521907,0.1,0.1,5,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",0.808,0.816,0.856,0.8387096774193549,0.8225806451612904,0.828258064516129,0.0171565358439404,53
105,0.07340364456176758,0.0046832701752212835,0.0019941329956054688,1.5742849368304422e-06,0.7,0.1,5,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.816,0.84,0.824,0.8467741935483871,0.8145161290322581,0.828258064516129,0.01294567212001439,53
175,1.5175150394439698,0.06962576950352767,0.007980585098266602,0.0006291694374958966,1,0.005,10,1000,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 1000}",0.832,0.832,0.832,0.8548387096774194,0.7903225806451613,0.8282322580645161,0.020917143912812367,56
181,0.05823535919189453,0.004394910865003043,0.0017964363098144532,0.0007459583778477797,1,0.0001,3,100,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 100}",0.84,0.792,0.832,0.8467741935483871,0.8225806451612904,0.8266709677419355,0.019125941109107612,57
93,0.06822543144226074,0.0010232439945078115,0.0021863937377929687,0.0003844087334641434,0.3,0.0001,10,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 100}",0.832,0.792,0.84,0.8145161290322581,0.8548387096774194,0.8266709677419355,0.02167625188868515,57
180,0.00819239616394043,0.00039167662504285627,0.0017886638641357421,0.0003953586941319841,1,0.0001,3,10,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 10}",0.84,0.792,0.832,0.8467741935483871,0.8225806451612904,0.8266709677419355,0.019125941109107612,57
6,0.13704047203063965,0.002853259423553387,0.0031912803649902345,0.0004012550658718082,0.1,0.1,3,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.808,0.824,0.832,0.8467741935483871,0.8225806451612904,0.8266709677419355,0.012688641507626133,57
150,0.24814367294311523,0.00698374373394209,0.0031823158264160157,0.00038342670100507405,1,0.1,3,500,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.824,0.8,0.848,0.8548387096774194,0.8064516129032258,0.8266580645161291,0.021797455674490394,61
185,0.08636822700500488,0.003584121308345721,0.0015969276428222656,0.0004889089537590877,1,0.0001,5,100,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 100}",0.848,0.824,0.816,0.8387096774193549,0.8064516129032258,0.8266322580645161,0.015031144912405446,62
133,0.04786386489868164,0.0010980294353876946,0.001802825927734375,0.0004028816197138433,0.7,0.0001,3,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 100}",0.848,0.808,0.84,0.8064516129032258,0.8306451612903226,0.8266193548387097,0.01676782012914781,63
134,0.2275916576385498,0.002710619525715364,0.0027994632720947264,0.0007588131812713938,0.7,0.0001,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 500}",0.848,0.808,0.848,0.7983870967741935,0.8306451612903226,0.8266064516129032,0.020367675518708057,64
135,0.451982307434082,0.006468408653215619,0.004387187957763672,0.0004878029538950353,0.7,0.0001,3,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 1000}",0.848,0.808,0.848,0.7983870967741935,0.8306451612903226,0.8266064516129032,0.020367675518708057,64
92,0.009374523162841797,0.00047330582498976225,0.001396512985229492,0.000488831249436749,0.3,0.0001,10,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 10}",0.832,0.792,0.816,0.8387096774193549,0.8467741935483871,0.8250967741935484,0.01939599924418799,66
153,0.08597779273986816,0.006478701167542838,0.0019953250885009766,2.800784140699084e-06,1,0.1,5,100,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.808,0.832,0.816,0.8387096774193549,0.8306451612903226,0.8250709677419354,0.011303078508393608,67
156,0.01674518585205078,0.0011542925786859313,0.0018052101135253907,0.000759398327826715,1,0.1,10,10,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 10}",0.816,0.808,0.832,0.8548387096774194,0.8145161290322581,0.8250709677419354,0.016847759278786026,67
73,0.05245089530944824,0.0008040001649417958,0.0017960548400878906,0.00039937662356344475,0.3,0.005,5,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 5, 'n_estimators': 100}",0.824,0.792,0.84,0.8145161290322581,0.8548387096774194,0.8250709677419354,0.021518526732002826,67
188,0.014966964721679688,0.0006172101230434747,0.001994752883911133,1.946290171810012e-06,1,0.0001,10,10,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 10}",0.832,0.8,0.832,0.8306451612903226,0.8306451612903226,0.8250580645161291,0.012543674378325867,70
77,0.06821532249450683,0.0010399311880642732,0.0021944522857666017,0.00040087976394612677,0.3,0.005,10,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 100}",0.832,0.792,0.84,0.8145161290322581,0.8467741935483871,0.8250580645161291,0.019733272398214718,70
191,1.22451491355896,0.06209366328798951,0.0050030708312988285,0.0006337531002479615,1,0.0001,10,1000,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 1000}",0.832,0.792,0.848,0.8306451612903226,0.8225806451612904,0.8250451612903225,0.018464619823427845,72
52,0.006973981857299805,1.5905217738155615e-05,0.0014037132263183595,0.000497877311095643,0.3,0.1,3,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 10}",0.848,0.784,0.84,0.8064516129032258,0.8467741935483871,0.8250451612903225,0.025507441937064883,72
70,0.18031005859375,0.005459762751019817,0.0032038211822509764,0.0004225028926076558,0.3,0.005,3,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 500}",0.84,0.792,0.848,0.7983870967741935,0.8467741935483871,0.8250322580645161,0.024598198795339175,74
71,0.3466507911682129,0.0020201886976097217,0.0052014350891113285,0.00039132548901983915,0.3,0.005,3,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 1000}",0.84,0.808,0.832,0.8145161290322581,0.8306451612903226,0.8250322580645161,0.011872440301373455,74
187,0.8349810600280761,0.014745938664855941,0.0043732643127441405,0.000786473609981136,1,0.0001,5,1000,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 1000}",0.848,0.824,0.816,0.8306451612903226,0.8064516129032258,0.8250193548387097,0.014049260740954528,76
186,0.42327227592468264,0.015372170378656503,0.002586221694946289,0.00048359099533948336,1,0.0001,5,500,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 500}",0.848,0.824,0.816,0.8306451612903226,0.8064516129032258,0.8250193548387097,0.014049260740954528,76
184,0.012565135955810547,0.0022394410643413517,0.0013972759246826173,0.0004892796455080218,1,0.0001,5,10,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 10}",0.848,0.824,0.816,0.8387096774193549,0.7983870967741935,0.8250193548387097,0.017362027531368583,76
168,0.01137685775756836,0.0004974017970346907,0.0013887882232666016,0.00047789991679210144,1,0.005,5,10,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 5, 'n_estimators': 10}",0.848,0.824,0.816,0.8306451612903226,0.8064516129032258,0.8250193548387097,0.014049260740954528,76
132,0.007777786254882813,0.0003988049629888418,0.0015969276428222656,0.0004892009728903832,0.7,0.0001,3,10,"{'colsample_bytree': 0.7, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 10}",0.84,0.808,0.848,0.8064516129032258,0.8225806451612904,0.8250064516129031,0.01669069042077541,80
9,0.03429117202758789,0.0005020919707979215,0.0016042709350585938,0.0004956984845573559,0.1,0.1,5,100,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",0.8,0.808,0.832,0.8387096774193549,0.8387096774193549,0.8234838709677419,0.01629366302384614,81
30,0.18171324729919433,0.008035953181013253,0.00338287353515625,0.00047985673885239216,0.1,0.005,10,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 500}",0.808,0.816,0.824,0.8145161290322581,0.8548387096774194,0.8234709677419355,0.01648981775187689,82
84,0.015956926345825195,0.005086044066554259,0.0035901546478271486,0.0007978919089135604,0.3,0.0001,3,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 10}",0.848,0.784,0.816,0.8145161290322581,0.8548387096774194,0.8234709677419355,0.025610819773879048,82
149,0.05226621627807617,0.0004657256001502213,0.0017961978912353516,0.00039730106359238973,1,0.1,3,100,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.824,0.808,0.816,0.8629032258064516,0.8064516129032258,0.8234709677419355,0.020688197080440004,82
94,0.3259116649627686,0.009954750522676099,0.004794549942016601,0.00040460107460003474,0.3,0.0001,10,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 500}",0.824,0.8,0.824,0.8064516129032258,0.8629032258064516,0.8234709677419355,0.021890671493563784,82
189,0.11927204132080078,0.005817008587562206,0.0017953872680664062,0.0003994452835206943,1,0.0001,10,100,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 100}",0.832,0.792,0.832,0.8387096774193549,0.8225806451612904,0.8234580645161291,0.016546423828708433,86
172,0.014960432052612304,0.0006567733800249785,0.001403474807739258,0.0005002608505764373,1,0.005,10,10,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 10}",0.832,0.8,0.832,0.8306451612903226,0.8225806451612904,0.8234451612903225,0.012236286256571353,87
183,0.5154351234436035,0.004521339093444892,0.0035754680633544923,0.0004758098646642478,1,0.0001,3,1000,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 1000}",0.84,0.792,0.84,0.8225806451612904,0.8225806451612904,0.8234322580645161,0.01754090922267029,88
109,0.12445755004882812,0.002476766617868391,0.002195882797241211,0.0003979054345814196,0.7,0.1,10,100,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.816,0.832,0.832,0.8467741935483871,0.7903225806451613,0.8234193548387096,0.01919972250926776,89
157,0.14960713386535646,0.0019051154617493729,0.0021946907043457033,0.0003992082397161666,1,0.1,10,100,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 100}",0.816,0.832,0.832,0.8387096774193549,0.7983870967741935,0.8234193548387096,0.014578818041387014,89
148,0.009374427795410156,0.0019665235593314023,0.0016063690185546876,0.0004935891715116454,1,0.1,3,10,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 10}",0.856,0.784,0.84,0.8145161290322581,0.8225806451612904,0.8234193548387096,0.02437323381365014,89
116,0.007777643203735351,0.0003988525039235957,0.0014058589935302735,0.0004838000616553691,0.7,0.005,3,10,"{'colsample_bytree': 0.7, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 10}",0.84,0.8,0.848,0.8064516129032258,0.8225806451612904,0.8234064516129032,0.018526731818738408,92
95,0.6558445453643799,0.006722626775777308,0.007978677749633789,2.361908788882352e-05,0.3,0.0001,10,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 1000}",0.816,0.8,0.824,0.8064516129032258,0.8629032258064516,0.8218709677419355,0.02208503102133478,93
76,0.009373712539672851,0.0004728919472147417,0.0015962600708007812,0.0004888502220213629,0.3,0.005,10,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 10}",0.832,0.792,0.816,0.8306451612903226,0.8387096774193549,0.8218709677419355,0.016672545615930894,93
26,0.15518465042114257,0.004746794894559564,0.00319819450378418,0.00039408409960621515,0.1,0.005,5,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 5, 'n_estimators': 500}",0.808,0.808,0.832,0.8225806451612904,0.8387096774193549,0.8218580645161291,0.012421350489011378,95
5,0.0333094596862793,0.005801475831312809,0.0019955158233642576,0.0006305251009282928,0.1,0.1,3,100,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.808,0.816,0.824,0.8306451612903226,0.8306451612903226,0.8218580645161291,0.00877925850016362,95
89,0.057045507431030276,0.004097921868237777,0.002197074890136719,0.0009759126676693405,0.3,0.0001,5,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 100}",0.824,0.792,0.832,0.8064516129032258,0.8548387096774194,0.8218580645161289,0.02155937135531118,97
190,0.5988124370574951,0.026574773538464748,0.003384256362915039,0.00046321770391396404,1,0.0001,10,500,"{'colsample_bytree': 1, 'learning_rate': 0.0001, 'max_depth': 10, 'n_estimators': 500}",0.832,0.792,0.832,0.8306451612903226,0.8225806451612904,0.8218451612903225,0.015329423259920419,98
165,0.053855371475219724,0.001092913620963372,0.0015965938568115235,0.0004886363878161084,1,0.005,3,100,"{'colsample_bytree': 1, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 100}",0.84,0.784,0.84,0.8225806451612904,0.8225806451612904,0.8218322580645161,0.02045743684248863,99
102,0.23717374801635743,0.025508523518963797,0.0033896446228027345,0.0004889698593229969,0.7,0.1,3,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.808,0.808,0.848,0.8387096774193549,0.8064516129032258,0.8218322580645161,0.017825964063609184,99
3,0.2471457004547119,0.04971285783935062,0.0051787376403808595,0.002126608012914072,0.1,0.1,1,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000}",0.8,0.8,0.832,0.8387096774193549,0.8306451612903226,0.8202709677419355,0.016775007424424275,101
99,0.22121496200561525,0.003717262709664512,0.0027932643890380858,0.0003992100907870074,0.7,0.1,1,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000}",0.816,0.816,0.832,0.8225806451612904,0.8145161290322581,0.8202193548387097,0.006519079498104113,102
147,0.23816218376159667,0.003859699456353503,0.0029916286468505858,0.0006314335443831113,1,0.1,1,1000,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000}",0.816,0.816,0.832,0.8225806451612904,0.8145161290322581,0.8202193548387097,0.006519079498104113,102
31,0.3596519470214844,0.009576447805428408,0.00597677230834961,1.4357154286620187e-05,0.1,0.005,10,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 10, 'n_estimators': 1000}",0.8,0.792,0.832,0.8064516129032258,0.8629032258064516,0.8186709677419355,0.025858901538188084,104
51,0.19388089179992676,0.0039036948625683346,0.002592945098876953,0.0004891247327792831,0.3,0.1,1,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 1000}",0.8,0.808,0.824,0.8387096774193549,0.8225806451612904,0.8186580645161291,0.013473735965725661,105
68,0.006780433654785156,0.000755323836774098,0.0013972282409667968,0.0007988930317757003,0.3,0.005,3,10,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 10}",0.84,0.784,0.816,0.8145161290322581,0.8387096774193549,0.8186451612903225,0.02041052145478383,106
22,0.14402265548706056,0.008795111842343516,0.0033908367156982424,0.0007978451442914501,0.1,0.005,3,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 500}",0.816,0.792,0.832,0.8064516129032258,0.8467741935483871,0.8186451612903225,0.019158487901942203,106
50,0.10074520111083984,0.004629508003181772,0.0023859500885009765,0.0004948417808839947,0.3,0.1,1,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500}",0.816,0.816,0.816,0.8225806451612904,0.8225806451612904,0.8186322580645161,0.003223844564695328,108
151,0.4892995357513428,0.007316261867542038,0.004970121383666992,1.9730574362480566e-05,1,0.1,3,1000,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.808,0.816,0.832,0.8467741935483871,0.7903225806451613,0.8186193548387097,0.019452895694073304,109
159,1.180449867248535,0.02911215814810718,0.00876932144165039,0.00039430948516336784,1,0.1,10,1000,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",0.832,0.8,0.84,0.7983870967741935,0.8225806451612904,0.8185935483870967,0.01678026689060322,110
110,0.5471433639526367,0.008846512610720676,0.005775928497314453,0.0003955374430849643,0.7,0.1,10,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500}",0.84,0.808,0.84,0.8064516129032258,0.7983870967741935,0.8185677419354839,0.01780123345701221,111
90,0.25411181449890136,0.006408153615679108,0.004188156127929688,0.00039870876918677987,0.3,0.0001,5,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 500}",0.824,0.8,0.816,0.7983870967741935,0.8467741935483871,0.8170322580645161,0.017730976087268414,112
146,0.12047710418701171,0.001162484422804175,0.0022009849548339845,0.0003964777128495668,1,0.1,1,500,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500}",0.816,0.816,0.824,0.8064516129032258,0.8225806451612904,0.8170064516129031,0.0062195154577037795,113
154,0.3857675075531006,0.003954704945410142,0.0041885852813720705,0.00039980543399579436,1,0.1,5,500,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",0.808,0.816,0.84,0.8225806451612904,0.7983870967741935,0.8169935483870969,0.014061177467004134,114
158,0.657422685623169,0.01473057271591669,0.005994844436645508,1.71126751722329e-05,1,0.1,10,500,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 500}",0.816,0.816,0.84,0.8064516129032258,0.8064516129032258,0.8169806451612903,0.01227627848851498,115
91,0.5216053485870361,0.017923005914107955,0.008176612854003906,0.0014671760468703363,0.3,0.0001,5,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 5, 'n_estimators': 1000}",0.816,0.792,0.824,0.7983870967741935,0.8467741935483871,0.8154322580645161,0.019471279845293576,116
2,0.12187433242797852,0.03075778363529655,0.002193307876586914,0.000399788150500452,0.1,0.1,1,500,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500}",0.816,0.8,0.824,0.8064516129032258,0.8306451612903226,0.8154193548387096,0.011171093960331346,117
98,0.11409287452697754,0.007316637010128272,0.001995849609375,1.6545631001374696e-06,0.7,0.1,1,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 1, 'n_estimators': 500}",0.808,0.816,0.824,0.8064516129032258,0.8225806451612904,0.8154064516129031,0.0072210122344382125,118
59,0.46874537467956545,0.00716776198258309,0.00718083381652832,0.0007363998430935948,0.3,0.1,5,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",0.792,0.824,0.84,0.8225806451612904,0.7983870967741935,0.8153935483870967,0.017706949669474243,119
85,0.05485224723815918,0.010704715159077923,0.0025942325592041016,0.0004890064445873071,0.3,0.0001,3,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 100}",0.832,0.776,0.824,0.7903225806451613,0.8467741935483871,0.8138193548387097,0.026467356447822818,120
27,0.30756893157958987,0.005143126345317989,0.004994535446166992,1.723263365099449e-05,0.1,0.005,5,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 5, 'n_estimators': 1000}",0.816,0.792,0.832,0.8064516129032258,0.8225806451612904,0.8138064516129031,0.013728935240986328,121
106,0.32831463813781736,0.007055904362512456,0.004189109802246094,0.0003990650604326424,0.7,0.1,5,500,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",0.8,0.824,0.84,0.8225806451612904,0.782258064516129,0.8137677419354838,0.0202628143188627,122
155,0.7761389732360839,0.014305975653968918,0.007357358932495117,0.0007911578897816171,1,0.1,5,1000,"{'colsample_bytree': 1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",0.8,0.832,0.832,0.8064516129032258,0.7983870967741935,0.8137677419354837,0.015129250978541394,123
107,0.6568575859069824,0.0177185597290697,0.00716547966003418,0.00038714800314786703,0.7,0.1,5,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",0.816,0.824,0.832,0.8145161290322581,0.782258064516129,0.8137548387096775,0.016944121913801274,124
87,0.3726015567779541,0.030644915963876078,0.005186605453491211,0.0003994469570345223,0.3,0.0001,3,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 1000}",0.832,0.776,0.824,0.7903225806451613,0.8387096774193549,0.8122064516129033,0.024589039291477724,125
69,0.04388227462768555,0.005657709111139081,0.001995420455932617,0.0008930302439762411,0.3,0.005,3,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 100}",0.832,0.776,0.824,0.7903225806451613,0.8387096774193549,0.8122064516129033,0.024589039291477724,125
111,0.9926758289337159,0.020856659890249245,0.008992910385131836,0.0006310233140357927,0.7,0.1,10,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",0.816,0.792,0.84,0.8064516129032258,0.8064516129032258,0.8121806451612903,0.015883362587184174,127
86,0.20884079933166505,0.038329502403576673,0.0035906314849853517,0.0007981897161566538,0.3,0.0001,3,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.0001, 'max_depth': 3, 'n_estimators': 500}",0.832,0.776,0.816,0.7903225806451613,0.8387096774193549,0.8106064516129032,0.02402335318891028,128
23,0.27884740829467775,0.005402736377859819,0.004586076736450196,0.00048830666513163,0.1,0.005,3,1000,"{'colsample_bytree': 0.1, 'learning_rate': 0.005, 'max_depth': 3, 'n_estimators': 1000}",0.84,0.792,0.816,0.7903225806451613,0.8145161290322581,0.8105677419354839,0.018253682364803264,129
103,0.4258604049682617,0.008300093315139156,0.004994344711303711,1.4154435360693463e-05,0.7,0.1,3,1000,"{'colsample_bytree': 0.7, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.808,0.808,0.808,0.8387096774193549,0.782258064516129,0.8089935483870969,0.01789299213473866,130
63,0.6171625137329102,0.010006271020235604,0.008953046798706055,1.8763648206127672e-05,0.3,0.1,10,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 10, 'n_estimators': 1000}",0.824,0.776,0.84,0.8145161290322581,0.7741935483870968,0.8057419354838709,0.02632049327587002,131
