,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
202,0.9211353778839111,0.022370988999742866,0.09434747695922852,0.0020193751613245287,gini,5,1,1000,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 1, 'n_estimators': 1000}",0.832,0.784,0.824,0.8064516129032258,0.8387096774193549,0.8170322580645161,0.019725989765191528,239
268,0.12886276245117187,0.010981100021011724,0.012360525131225587,0.0004789924881712995,gini,,7,100,"{'criterion': 'gini', 'max_depth': None, 'max_features': 7, 'n_estimators': 100}",0.824,0.8,0.816,0.8629032258064516,0.782258064516129,0.8170322580645161,0.027029994516055336,239
394,0.0945317268371582,0.0024643603825749865,0.011783981323242187,0.0007185447033282047,entropy,3,1,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 1, 'n_estimators': 100}",0.84,0.784,0.816,0.7983870967741935,0.8467741935483871,0.8170322580645161,0.02388278696063933,239
565,0.9849574565887451,0.01664463949693273,0.07919545173645019,0.0018358533002170879,entropy,,7,750,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 7, 'n_estimators': 750}",0.832,0.8,0.816,0.8548387096774194,0.782258064516129,0.8170193548387097,0.025114809010496477,242
167,0.9883463382720947,0.04313239312928654,0.10512681007385254,0.026732758268210473,gini,4,5,1000,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'n_estimators': 1000}",0.832,0.784,0.832,0.7983870967741935,0.8387096774193549,0.8170193548387097,0.02171058906200738,242
198,0.09753856658935547,0.009278596013234748,0.011967897415161133,0.0006191948900421396,gini,5,1,100,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 1, 'n_estimators': 100}",0.848,0.784,0.816,0.7983870967741935,0.8387096774193549,0.8170193548387097,0.023953072400411494,242
282,0.13422584533691406,0.006624528592957981,0.012979364395141602,0.0006313162913961936,gini,,11,100,"{'criterion': 'gini', 'max_depth': None, 'max_features': 11, 'n_estimators': 100}",0.816,0.808,0.832,0.8548387096774194,0.7741935483870968,0.8170064516129033,0.026725119425825998,245
430,0.26189188957214354,0.0142737393063138,0.02434253692626953,0.00048282553745149464,entropy,3,11,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 11, 'n_estimators': 250}",0.832,0.784,0.84,0.782258064516129,0.8467741935483871,0.8170064516129033,0.0280588826381441,245
574,0.016331243515014648,0.0004832011973249643,0.0030051231384277343,2.53566201310694e-05,entropy,,11,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 11, 'n_estimators': 10}",0.8,0.824,0.832,0.8548387096774194,0.7741935483870968,0.8170064516129033,0.02766644191660109,245
546,0.014752578735351563,0.0009598959206148462,0.0031992435455322266,0.00039525861854508245,entropy,,3,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 3, 'n_estimators': 10}",0.84,0.8,0.816,0.8387096774193549,0.7903225806451613,0.8170064516129033,0.0200099704595975,245
424,0.5086338996887207,0.016924748551210952,0.04787554740905762,0.001907303229029978,entropy,3,9,500,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 9, 'n_estimators': 500}",0.832,0.792,0.832,0.7903225806451613,0.8387096774193549,0.8170064516129033,0.021250856871993757,245
464,0.11388297080993652,0.008727077533736492,0.01136918067932129,0.00047297216444104346,entropy,4,7,100,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 7, 'n_estimators': 100}",0.832,0.792,0.832,0.782258064516129,0.8467741935483871,0.8170064516129033,0.025173416432839317,245
423,0.2537087440490723,0.004382023108444478,0.024143218994140625,0.00039644850422702177,entropy,3,9,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 9, 'n_estimators': 250}",0.832,0.8,0.832,0.7903225806451613,0.8306451612903226,0.8169935483870969,0.0180935066913868,251
266,0.015558719635009766,0.0010162796133120961,0.0033907413482666014,0.0004886555308230838,gini,,7,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 7, 'n_estimators': 10}",0.832,0.816,0.816,0.8306451612903226,0.7903225806451613,0.8169935483870967,0.014999166123196966,252
435,0.06280841827392578,0.0018790873370507619,0.00659785270690918,0.0007970396872335777,entropy,3,,50,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'n_estimators': 50}",0.856,0.768,0.84,0.7983870967741935,0.8225806451612904,0.8169935483870967,0.031075982876790628,252
581,0.019147872924804688,0.00041996483557914845,0.003391885757446289,0.0004722400942074303,entropy,,,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'n_estimators': 10}",0.84,0.8,0.824,0.8629032258064516,0.7580645161290323,0.8169935483870967,0.035909600917934575,252
162,0.05089125633239746,0.0017850451503099226,0.00656285285949707,0.0004841989290529349,gini,4,5,50,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'n_estimators': 50}",0.84,0.784,0.84,0.7741935483870968,0.8467741935483871,0.8169935483870967,0.03119581604327123,252
438,0.6007952213287353,0.009013269563406283,0.0466804027557373,0.0014706780076044034,entropy,3,,500,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'n_estimators': 500}",0.856,0.784,0.84,0.7903225806451613,0.8145161290322581,0.8169677419354839,0.027773545382268644,256
272,1.238278865814209,0.02890561701684997,0.1091076374053955,0.007565472275030101,gini,,7,1000,"{'criterion': 'gini', 'max_depth': None, 'max_features': 7, 'n_estimators': 1000}",0.808,0.792,0.816,0.8709677419354839,0.7903225806451613,0.8154580645161291,0.0293915431642056,257
101,0.22477807998657226,0.004956963664438312,0.024561548233032228,0.0011882119768803789,gini,3,1,250,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1, 'n_estimators': 250}",0.824,0.776,0.816,0.8064516129032258,0.8548387096774194,0.8154580645161289,0.025542703831870732,258
398,0.9117069721221924,0.014742818583964229,0.09654922485351562,0.00368140066631597,entropy,3,1,1000,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 1, 'n_estimators': 1000}",0.832,0.792,0.8,0.7983870967741935,0.8548387096774194,0.8154451612903226,0.024104441497283056,259
248,0.27604498863220217,0.008193114263127743,0.0317234992980957,0.0054581228248357615,gini,,1,250,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 250}",0.832,0.792,0.8,0.8548387096774194,0.7983870967741935,0.8154451612903226,0.024104441497283056,259
249,0.5405604362487793,0.00515386391951985,0.056250572204589844,0.007824733601358477,gini,,1,500,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 500}",0.824,0.8,0.8,0.8548387096774194,0.7983870967741935,0.8154451612903226,0.02187747928569335,259
258,1.1537217617034912,0.010460019180948453,0.10610008239746094,0.0026601693326950286,gini,,3,1000,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 1000}",0.816,0.8,0.816,0.8467741935483871,0.7983870967741935,0.8154322580645161,0.017387660533083108,262
584,0.4320528507232666,0.015133726135018098,0.02811598777770996,0.0029242858980184764,entropy,,,250,"{'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'n_estimators': 250}",0.824,0.784,0.824,0.8548387096774194,0.7903225806451613,0.8154322580645161,0.025761069774388554,262
257,0.8680766582489013,0.02243449507077105,0.07819180488586426,0.0018456091108642715,gini,,3,750,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 750}",0.824,0.792,0.816,0.8467741935483871,0.7983870967741935,0.8154322580645161,0.019471279845293576,262
281,0.06902318000793457,0.0022213192568953143,0.0069729328155517575,0.0006184587978628422,gini,,11,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 11, 'n_estimators': 50}",0.808,0.816,0.808,0.8629032258064516,0.782258064516129,0.8154322580645161,0.026324206148418475,262
201,0.6923464775085449,0.019863446149945344,0.07140278816223145,0.002992586590808795,gini,5,1,750,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 1, 'n_estimators': 750}",0.824,0.784,0.824,0.8064516129032258,0.8387096774193549,0.8154322580645161,0.018747210406428277,262
270,0.6253200531005859,0.006092933628198902,0.05505280494689942,0.0031140834573607197,gini,,7,500,"{'criterion': 'gini', 'max_depth': None, 'max_features': 7, 'n_estimators': 500}",0.824,0.792,0.816,0.8629032258064516,0.782258064516129,0.8154322580645161,0.028202195470289772,262
460,0.7533919811248779,0.021651813299485158,0.07079510688781739,0.00088312120448534,entropy,4,5,750,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 5, 'n_estimators': 750}",0.832,0.776,0.832,0.7903225806451613,0.8467741935483871,0.8154193548387096,0.027264244384399085,268
552,1.19419207572937,0.02508973780906647,0.10292935371398926,0.0029338154614669326,entropy,,3,1000,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 3, 'n_estimators': 1000}",0.824,0.8,0.816,0.8467741935483871,0.7903225806451613,0.8154193548387096,0.01961986294172917,268
458,0.26390905380249025,0.015478954171096106,0.026521921157836914,0.0031092047974492355,entropy,4,5,250,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 5, 'n_estimators': 250}",0.832,0.784,0.824,0.7903225806451613,0.8467741935483871,0.8154193548387096,0.02428454285862176,268
155,0.04807162284851074,0.001466803408720514,0.006574201583862305,0.00048283096245457053,gini,4,3,50,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 50}",0.832,0.768,0.84,0.7903225806451613,0.8467741935483871,0.8154193548387096,0.030791866163846535,268
206,0.23955140113830567,0.011363360826549299,0.025523281097412108,0.0012000959463404743,gini,5,3,250,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 3, 'n_estimators': 250}",0.84,0.776,0.824,0.7983870967741935,0.8387096774193549,0.8154193548387096,0.024755839975715337,268
255,0.292002534866333,0.004812944376739011,0.02993602752685547,0.0031471249963297893,gini,,3,250,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 250}",0.816,0.808,0.816,0.8467741935483871,0.7903225806451613,0.8154193548387096,0.01826852544274545,268
446,0.6983257293701172,0.033933256333309576,0.07459716796875,0.003708786124143027,entropy,4,1,750,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 750}",0.84,0.784,0.824,0.7903225806451613,0.8387096774193549,0.8154064516129033,0.023821409760030048,274
260,0.06560745239257812,0.006141567523069361,0.007787084579467774,0.0007388436373356436,gini,,5,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 5, 'n_estimators': 50}",0.824,0.8,0.824,0.8548387096774194,0.7741935483870968,0.8154064516129033,0.026975779015367695,274
130,0.49147748947143555,0.010693627119871433,0.04907541275024414,0.0036453610771599526,gini,3,9,500,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 9, 'n_estimators': 500}",0.832,0.784,0.832,0.7903225806451613,0.8387096774193549,0.8154064516129033,0.023277877114446125,274
469,0.012963485717773438,0.0006421213072342461,0.003791666030883789,0.00040054972961210786,entropy,4,9,10,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 9, 'n_estimators': 10}",0.808,0.816,0.832,0.7903225806451613,0.8306451612903226,0.8153935483870969,0.015440023938775775,277
133,0.027726459503173827,0.004388713922154321,0.00638275146484375,0.0004887724478868132,gini,3,11,10,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 11, 'n_estimators': 10}",0.848,0.808,0.808,0.7983870967741935,0.8145161290322581,0.8153806451612905,0.017102621033101117,278
436,0.12027826309204101,0.003603527255963471,0.011369895935058594,0.0004881690453340046,entropy,3,,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'n_estimators': 100}",0.84,0.784,0.84,0.7983870967741935,0.8145161290322581,0.8153806451612903,0.022300216281504363,279
100,0.11269087791442871,0.018464937333538777,0.011767864227294922,0.0017159280400759036,gini,3,1,100,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1, 'n_estimators': 100}",0.808,0.792,0.8,0.8145161290322581,0.8548387096774194,0.8138709677419355,0.021835674254194106,280
490,0.011958980560302734,3.9627606469501346e-05,0.0031923770904541014,0.0003979499176412717,entropy,5,1,10,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 1, 'n_estimators': 10}",0.808,0.784,0.816,0.8225806451612904,0.8387096774193549,0.8138580645161291,0.01802273509290219,281
541,0.11986498832702637,0.007844329784338997,0.012790155410766602,0.0007323111851566273,entropy,,1,100,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 100}",0.8,0.8,0.808,0.8629032258064516,0.7983870967741935,0.8138580645161291,0.024751515157691997,281
556,0.3083977699279785,0.007336002285959797,0.027303791046142577,0.0013427689806907556,entropy,,5,250,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 5, 'n_estimators': 250}",0.816,0.792,0.808,0.8548387096774194,0.7983870967741935,0.8138451612903227,0.022070084187083974,283
542,0.28861312866210936,0.011559266544132227,0.027333974838256836,0.0007932783691375436,entropy,,1,250,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 250}",0.832,0.792,0.8,0.8548387096774194,0.7903225806451613,0.8138322580645163,0.02542549786587014,284
397,0.6620122909545898,0.00624395058788261,0.06942100524902343,0.002836243015168171,entropy,3,1,750,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 1, 'n_estimators': 750}",0.832,0.784,0.808,0.7903225806451613,0.8548387096774194,0.8138322580645161,0.026413177425810914,285
256,0.5984005928039551,0.026984299459306003,0.05545010566711426,0.002313573689319815,gini,,3,500,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 500}",0.808,0.8,0.816,0.8467741935483871,0.7983870967741935,0.8138322580645161,0.01762821501514511,285
551,0.8758479118347168,0.003425587632724929,0.07760119438171387,0.0011632177469511318,entropy,,3,750,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 3, 'n_estimators': 750}",0.824,0.8,0.808,0.8467741935483871,0.7903225806451613,0.8138193548387097,0.01983232102745688,287
263,0.5922245979309082,0.01649571222921646,0.05284924507141113,0.001777054080622382,gini,,5,500,"{'criterion': 'gini', 'max_depth': None, 'max_features': 5, 'n_estimators': 500}",0.824,0.792,0.816,0.8467741935483871,0.7903225806451613,0.8138193548387097,0.021083665652255737,287
166,0.725853681564331,0.015294162545337532,0.07900052070617676,0.014162199459162791,gini,4,5,750,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 5, 'n_estimators': 750}",0.832,0.784,0.824,0.7903225806451613,0.8387096774193549,0.8138064516129033,0.02233831256197623,289
444,0.23914437294006347,0.006029699877273411,0.025938129425048827,0.0012367871408232398,entropy,4,1,250,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 250}",0.848,0.784,0.808,0.7983870967741935,0.8306451612903226,0.8138064516129033,0.02285885752450682,289
151,0.4547628879547119,0.016250871419488576,0.05566287040710449,0.01275549475995476,gini,4,1,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 1, 'n_estimators': 500}",0.84,0.792,0.808,0.7903225806451613,0.8387096774193549,0.8138064516129033,0.021757762019944633,289
415,0.10252552032470703,0.005997372272217911,0.010970592498779297,0.0009012519866834171,entropy,3,7,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 100}",0.832,0.792,0.824,0.7903225806451613,0.8306451612903226,0.8137935483870968,0.018684049188242846,292
450,0.12845535278320314,0.034568959787018086,0.014361858367919922,0.0043052562870948274,entropy,4,3,100,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 100}",0.832,0.784,0.84,0.7741935483870968,0.8387096774193549,0.8137806451612903,0.028617760797982266,293
129,0.25331315994262693,0.0070305431536948,0.025333309173583986,0.0013528173605951818,gini,3,9,250,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 9, 'n_estimators': 250}",0.84,0.784,0.832,0.782258064516129,0.8306451612903226,0.8137806451612903,0.02523636772563259,293
437,0.3099654674530029,0.00889805957715994,0.024938106536865234,0.0020968913245838143,entropy,3,,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'n_estimators': 250}",0.848,0.784,0.832,0.7903225806451613,0.8145161290322581,0.8137677419354838,0.02425125504975016,295
104,0.9291063785552979,0.02211157189428682,0.09315757751464844,0.0012083028975463945,gini,3,1,1000,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 1, 'n_estimators': 1000}",0.832,0.776,0.8,0.7983870967741935,0.8548387096774194,0.8122451612903226,0.027785484198660386,296
253,0.061236238479614256,0.00430625247031424,0.00877676010131836,0.003117221747118665,gini,,3,50,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 50}",0.832,0.784,0.8,0.8387096774193549,0.8064516129032258,0.8122322580645163,0.020356432635307092,297
544,0.8567079544067383,0.013689381898614742,0.0819809913635254,0.006699918497181946,entropy,,1,750,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 750}",0.824,0.792,0.8,0.8629032258064516,0.782258064516129,0.812232258064516,0.028856373316086276,298
251,1.1069756031036377,0.01909945425981288,0.10771842002868652,0.008602216414441342,gini,,1,1000,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 1000}",0.816,0.792,0.808,0.8467741935483871,0.7983870967741935,0.812232258064516,0.019111702970343564,298
545,1.1431246757507325,0.01294805841801547,0.10972275733947753,0.01316268832761114,entropy,,1,1000,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 1000}",0.816,0.792,0.808,0.8467741935483871,0.7983870967741935,0.812232258064516,0.019111702970343564,298
247,0.10990543365478515,0.003913024437510051,0.01177678108215332,0.0004038471412591845,gini,,1,100,"{'criterion': 'gini', 'max_depth': None, 'max_features': 1, 'n_estimators': 100}",0.808,0.8,0.816,0.8467741935483871,0.7903225806451613,0.8122193548387097,0.01926091619887225,301
451,0.2676833629608154,0.029004927892871016,0.025531435012817384,0.0010170840076466178,entropy,4,3,250,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 250}",0.832,0.784,0.808,0.7903225806451613,0.8467741935483871,0.8122193548387097,0.023995476507458216,301
123,0.4950267314910889,0.016721214860126055,0.04728422164916992,0.000802100235457017,gini,3,7,500,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 500}",0.832,0.784,0.816,0.782258064516129,0.8467741935483871,0.8122064516129033,0.025665596240590546,303
264,0.9019751071929931,0.015777945075918294,0.07919878959655761,0.0013249045454310372,gini,,5,750,"{'criterion': 'gini', 'max_depth': None, 'max_features': 5, 'n_estimators': 750}",0.824,0.792,0.816,0.8548387096774194,0.7741935483870968,0.8122064516129033,0.02765599290946779,303
429,0.10588116645812988,0.0035872826985711274,0.010806035995483399,0.00039873120317730445,entropy,3,11,100,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 11, 'n_estimators': 100}",0.832,0.776,0.832,0.7903225806451613,0.8306451612903226,0.8121935483870969,0.024138621520447018,305
280,0.01715431213378906,0.000977019237183099,0.003191089630126953,0.0003990652598506682,gini,,11,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 11, 'n_estimators': 10}",0.856,0.768,0.816,0.8306451612903226,0.7903225806451613,0.8121935483870967,0.030676913940411086,306
159,0.7001334190368652,0.007874202000602019,0.07777705192565917,0.01406845999715491,gini,4,3,750,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 750}",0.832,0.784,0.824,0.782258064516129,0.8387096774193549,0.8121935483870967,0.024190090075408968,306
557,0.6131503582000732,0.015448025869955475,0.05306663513183594,0.001929443155216071,entropy,,5,500,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 5, 'n_estimators': 500}",0.832,0.792,0.816,0.8306451612903226,0.7903225806451613,0.8121935483870967,0.018074098840810515,306
560,0.017153358459472655,0.0007459454417071795,0.003191375732421875,0.0003992796905177154,entropy,,7,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 7, 'n_estimators': 10}",0.816,0.784,0.84,0.8145161290322581,0.8064516129032258,0.8121935483870967,0.018005155927077555,306
454,0.9771771907806397,0.011880943610391785,0.10412125587463379,0.012859156031877072,entropy,4,3,1000,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 1000}",0.832,0.784,0.824,0.782258064516129,0.8387096774193549,0.8121935483870967,0.024190090075408968,306
445,0.4821186065673828,0.026882905545003437,0.05006518363952637,0.0011631710346495163,entropy,4,1,500,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 500}",0.832,0.792,0.824,0.782258064516129,0.8306451612903226,0.8121806451612903,0.02086174298805063,311
416,0.2530980110168457,0.010832756649074774,0.024359130859375,0.0004853744522725762,entropy,3,7,250,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 250}",0.832,0.792,0.824,0.782258064516129,0.8306451612903226,0.8121806451612903,0.02086174298805063,311
434,0.014769744873046876,0.0007268990846733586,0.003190755844116211,0.000743934356162162,entropy,3,,10,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': None, 'n_estimators': 10}",0.84,0.776,0.832,0.7903225806451613,0.8225806451612904,0.8121806451612903,0.024745494129409427,311
122,0.25671234130859377,0.008570950279822203,0.02593092918395996,0.0015448644430534771,gini,3,7,250,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 250}",0.832,0.792,0.824,0.782258064516129,0.8306451612903226,0.8121806451612903,0.02086174298805063,311
125,0.9652079582214356,0.01174300939145555,0.09177494049072266,0.003020980860252336,gini,3,7,1000,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 1000}",0.832,0.792,0.824,0.782258064516129,0.8306451612903226,0.8121806451612903,0.02086174298805063,311
127,0.05224771499633789,0.0022372969650997247,0.007380056381225586,0.0015098905547617889,gini,3,9,50,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 9, 'n_estimators': 50}",0.832,0.808,0.816,0.782258064516129,0.8225806451612904,0.8121677419354839,0.016902024089269784,316
273,0.014960098266601562,0.000631129049847794,0.003191518783569336,0.000399565792743829,gini,,9,10,"{'criterion': 'gini', 'max_depth': None, 'max_features': 9, 'n_estimators': 10}",0.84,0.8,0.832,0.8467741935483871,0.7419354838709677,0.8121419354838709,0.038590621215337274,317
441,0.013164710998535157,0.0011625079602129876,0.003590250015258789,0.0007978798290278564,entropy,4,1,10,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 1, 'n_estimators': 10}",0.832,0.776,0.792,0.7983870967741935,0.8548387096774194,0.8106451612903227,0.028661082468794476,318
112,0.012764787673950196,0.0007458050317434851,0.0035913467407226564,0.0004882670098701861,gini,3,5,10,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 5, 'n_estimators': 10}",0.824,0.784,0.808,0.8145161290322581,0.8225806451612904,0.8106193548387097,0.014510341498594268,319
543,0.5676655769348145,0.01617065489528929,0.05686335563659668,0.006209294032000406,entropy,,1,500,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 1, 'n_estimators': 500}",0.816,0.792,0.808,0.8548387096774194,0.782258064516129,0.8106193548387097,0.025068732986914175,319
158,0.46933588981628416,0.008510507431898915,0.04628410339355469,0.000481896586329459,gini,4,3,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 500}",0.832,0.776,0.816,0.782258064516129,0.8467741935483871,0.8106064516129032,0.027554010153629287,321
254,0.11509184837341309,0.003922311092194766,0.0125579833984375,0.0008040795579699787,gini,,3,100,"{'criterion': 'gini', 'max_depth': None, 'max_features': 3, 'n_estimators': 100}",0.816,0.792,0.816,0.8387096774193549,0.7903225806451613,0.8106064516129032,0.017919863237176953,321
553,0.014960479736328126,0.0006188347262673068,0.003183746337890625,0.00038366317749023433,entropy,,5,10,"{'criterion': 'entropy', 'max_depth': None, 'max_features': 5, 'n_estimators': 10}",0.8,0.784,0.84,0.8387096774193549,0.7903225806451613,0.8106064516129032,0.02402335318891028,321
495,0.7007292747497559,0.009573703916084999,0.07059946060180664,0.0016200909045508798,entropy,5,1,750,"{'criterion': 'entropy', 'max_depth': 5, 'max_features': 1, 'n_estimators': 750}",0.824,0.784,0.824,0.7903225806451613,0.8306451612903226,0.8105935483870969,0.01938897634600903,324
149,0.09095597267150879,0.0033612858230635118,0.011377716064453125,0.0004818973884412347,gini,4,1,100,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 1, 'n_estimators': 100}",0.84,0.784,0.808,0.7741935483870968,0.8467741935483871,0.8105935483870969,0.029026476843744882,324
160,0.9273247241973877,0.027484580989473206,0.09274454116821289,0.0016643591916617238,gini,4,3,1000,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 1000}",0.832,0.784,0.816,0.782258064516129,0.8387096774193549,0.8105935483870967,0.023613974944831063,326
449,0.11688742637634278,0.01624735390231282,0.012366771697998047,0.00272088652058728,entropy,4,3,50,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 50}",0.832,0.776,0.824,0.7661290322580645,0.8548387096774194,0.8105935483870967,0.03396883924337338,326
182,0.013340234756469727,0.0004922911484156199,0.0032150745391845703,0.0004080707376135448,gini,4,11,10,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 11, 'n_estimators': 10}",0.816,0.776,0.84,0.7983870967741935,0.8225806451612904,0.8105935483870967,0.0218328681375907,326
418,0.7489613056182861,0.027295396914103886,0.06923608779907227,0.0008047663996250277,entropy,3,7,750,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 750}",0.832,0.792,0.816,0.782258064516129,0.8306451612903226,0.8105806451612902,0.02018985846942986,329
124,0.7166779518127442,0.013518335622790662,0.07260594367980958,0.0051808923221415976,gini,3,7,750,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 7, 'n_estimators': 750}",0.832,0.792,0.816,0.782258064516129,0.8306451612903226,0.8105806451612902,0.02018985846942986,329
203,0.012365293502807618,0.0007802939916140816,0.0029933929443359377,2.187222469554847e-06,gini,5,3,10,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 3, 'n_estimators': 10}",0.784,0.792,0.816,0.8225806451612904,0.8306451612903226,0.8090451612903227,0.01797741211949172,331
152,0.6721953868865966,0.010773945765164225,0.06882171630859375,0.0014221162451281764,gini,4,1,750,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 1, 'n_estimators': 750}",0.816,0.792,0.808,0.782258064516129,0.8467741935483871,0.8090064516129033,0.02227563962510609,332
453,0.7450304985046386,0.032107557650029754,0.07099370956420899,0.0007501513970188965,entropy,4,3,750,"{'criterion': 'entropy', 'max_depth': 4, 'max_features': 3, 'n_estimators': 750}",0.832,0.784,0.808,0.782258064516129,0.8387096774193549,0.8089935483870969,0.0234639972624832,333
417,0.4952599048614502,0.011402102070061107,0.0465034008026123,0.0012021525944235104,entropy,3,7,500,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 500}",0.832,0.768,0.824,0.782258064516129,0.8387096774193549,0.8089935483870967,0.028399985343901476,334
419,0.991340160369873,0.016054914493583566,0.09895114898681641,0.012957297528250766,entropy,3,7,1000,"{'criterion': 'entropy', 'max_depth': 3, 'max_features': 7, 'n_estimators': 1000}",0.832,0.792,0.816,0.7741935483870968,0.8306451612903226,0.8089677419354839,0.022569877617088757,335
154,0.012558603286743164,0.0008041584992466452,0.0033913612365722655,0.0004882475256449451,gini,4,3,10,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 3, 'n_estimators': 10}",0.832,0.776,0.832,0.7741935483870968,0.8306451612903226,0.8089677419354839,0.027665852158398518,335
